developer,price,release_date
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Red Duck Inc.,Free to Play,2011
Klei Entertainment,9.99,2012
Klei Entertainment,9.99,2012
Klei Entertainment,9.99,2012
Trapdoor Inc.,9.99,2012
Cobra Mobile,4.99,2011
Big Fat Alien,1.99,2011
Big Fat Alien,1.99,2011
Big Fat Alien,1.99,2011
Big Fat Alien,1.99,2011
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
Uber Entertainment,Free to Play,2012
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"Trek Industries, Inc",0.99,2013
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2009
Daedalic Entertainment,9.99,2012
State of Play Games,5.99,2011
Manic Game Studios,1.99,2011
Manic Game Studios,1.99,2011
Twisted Pixel Games,9.99,2013
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Ensemble Studios,39.99,2009
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
Re-Logic,9.99,2011
